,item,label,sentence,wikidata
390,Q24045706,0.0,"Following his television appearances, there were calls for Guðni to run for the presidency himself.",educated at St Antony's College
391,Q24045706,0.0,His platform included support for a citizen initiative referendum provision in the Constitution.,educated at St Antony's College
392,Q24045706,0.0,Guðni has emphasized the importance of unity for the small Nordic nation.,educated at St Antony's College
393,Q24045706,0.0,"Roughly one month into his term, Guðni had approval ratings of 68,6% in an MMR survey, the highest approval rating that this pollster has measured for the Icelandic president since its establishment in 2011.",educated at St Antony's College
394,Q24045706,0.0,Such high approval ratings for Icelandic politicians are without precedent.,educated at St Antony's College
396,Q27842981,0.0,"After his parents' divorce, he moved to California and studied at Mater Dei High School in Santa Ana, while spending summers back in Wisconsin.",educated at Mater Dei High School
397,Q466192,0.0,"Lennox then transferred to Louisiana Tech University, and graduated from there in 2000 with a BA in Psychology.",educated at Louisiana Tech University
398,Q466192,0.0,She was named the 2000 Sun Belt Conference Player of the Year and a U.S. Basketball Writers Association First Team All-American while at Louisiana Tech University.,educated at Louisiana Tech University
399,Q62017373,0.0,"He continued his studies in the United States, earning another MA from the University of Rochester in 1973 and his Ph.D. in economics from Texas A&M University in 1976.",educated at University of Rochester
401,Q498775,0.0,He received a Bachelor of Science degree in Aeronautical Engineering from California Polytechnic State University in 1969.,educated at California Polytechnic State University
403,Q662787,0.0,He graduated with an MA from the University of Glasgow in 1745.,educated at University of Glasgow
404,Q662787,0.0,"From 1755-57 he was Professor of Oriental Languages in the University of Glasgow, and from 1757 to 1796 Professor of Natural Philosophy.",educated at University of Glasgow
405,Q662787,0.0,"A leading scientist
In 1760, Anderson was appointed to the more congenial post of professor of natural philosophy at the University of Glasgow.",educated at University of Glasgow
406,Q662787,0.0,"Founder of a university
Building on the lectures for artisans, he bequeathed his property for the foundation of a school in Glasgow devoted to ""useful learning"", called Anderson's Institution or Andersonian University.",educated at University of Glasgow
407,Q662787,0.0,On 13 January 1996 representatives from the University of Glasgow laid a wreath to mark the bicentennial of Anderson's death.,educated at University of Glasgow
409,Q376165,0.0,"p. 143 He graduated with a Bachelor of Science degree in electrical engineering from the Massachusetts Institute of Technology in 1961, where he was an active member of Sigma Alpha Epsilon (SAE).",educated at Massachusetts Institute of Technology
410,Q376165,0.0,"He was a Sloan Scholar at the Massachusetts Institute of Technology, winner of the Carleton E. Tucker Award for Teaching Excellence at MIT, and recipient of the NASA Exceptional Service Medal (1974) and NASA Space Flight Medal (1982).",educated at Massachusetts Institute of Technology
477,Q154490,0.0,"He was educated at the technical school in Vaugirard, and in 1964 graduated from the prestigious film school Institut des Hautes Études Cinématographiques (IDHEC) in Paris.",educated at Institut des hautes études cinématographiques
478,Q228645,0.0,"The following year, her mother took Ashley back to Naomi's native Kentucky, where Judd spent the majority of her childhood.Actress of the Week AskMen.com (2006)

Judd attended 13 schools before college, including the Sayre School (Lexington, Kentucky), Paul G. Blazer High School (Ashland, Kentucky) and Franklin High School in Tennessee.",educated at Paul G. Blazer High School
480,Q4870843,0.0,"Born in Shiness, Lairg, Sutherland, Scotland, he was the son of Captain Donald Matheson.Mackenzie, Alexander History of the Mathesons with Genealogies of the Various Families (1900) He attended Edinburgh's Royal High School and the University of Edinburgh.",educated at Royal High School
483,Q6236506,0.0,"He received his Bachelor of Science in computer science from Drexel University, then worked for Bare Bones Software (2000–02) and Joyent (2005–06).",educated at Drexel University
485,Q565374,0.0,He left Missouri for Albuquerque to take graduate courses at the University of New Mexico.,educated at University of New Mexico
487,Q11702,0.0,"Boehner attended Cincinnati's Moeller High School and was a linebacker on the school's football team, where he was coached by future Notre Dame coach Gerry Faust.",educated at Moeller High School
488,Q346648,0.0,"He was a moderate conservative with a strong intellectual reputation, but became a weak prime minister at the start of the worldwide Great Depression.Binion, 1960, pp 197-340

Biography
Tardieu was a graduate of the elite Lycée Condorcet.",educated at Lycée Condorcet
491,Q1059597,0.0,"His educational career took him to Michigan State University, where he pursued a major in English, but he was expelled due to his involvement in a radical student magazine.",educated at Michigan State University
493,Q2572912,0.0,"He lived in Normanby until he was 18, before going to Loughborough University and beginning his rise through the ranks in motorsport.",educated at Loughborough University
494,Q2572912,0.0,In July 2015 he was also awarded an honorary Doctor of Technology from Loughborough University in recognition of his outstanding contribution to Formula 1 and race engineering.,educated at Loughborough University
496,Q193458,0.0,"Her mother, Josephine, is a South African-born English former model, who was a personal assistant to David Bowie and one-time manager of the Lee Strasberg Theatre and Film Institute in NYC.",educated at Lee Strasberg Theatre and Film Institute
497,Q193458,0.0,"According to Celebrity Biographies – The Amazing Life Of Sienna Miller, she developed a ""mischievous and rebellious side"" when she became a teenager, often being ""chastised"" for smoking, drinking and flirting.https://books.google.com.au/books?id=E3WQCwAAQBAJ&pg=PP12&dq=Celebrity+Biographies+-+The+Amazing+Life+Of+Sienna+Miller&hl=en&sa=X&ved=0ahUKEwilgLLfu5fpAhUBdCsKHXa-DgoQ6AEIKDAA#v=onepage&q=Celebrity%20Biographies%20-%20The%20Amazing%20Life%20Of%20Sienna%20Miller&f=false After graduating at 18, Miller obtained a modelling gig for a German commercial for soda pop, and with the money she earned from it, she relocated in NYC and enrolled in a three-month course at the Lee Strasberg Theatre and Film Institute.",educated at Lee Strasberg Theatre and Film Institute
499,Q180223,0.0,He earned degrees from Harvard College and Yale Law School.,educated at Yale Law School
501,Q217070,0.0,Fabius's secondary education was at the Lycée Janson-de-Sailly and Lycée Louis-le-Grand.,educated at Lycée Janson-de-Sailly
